study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_min,age_max,age_se,depth_interval_notes,date
Ranjan_2010,RKR10 Core C,M0523,single set of methods,30,33,NA,NA,0.01236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,33,36,NA,NA,0.012509999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,36,39,NA,NA,0.01087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,39,42,NA,NA,0.00957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,42,45,NA,NA,0.00932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,45,48,NA,NA,0.00718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,48,51,NA,NA,0.00861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,6,9,NA,NA,0.013340000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,9,12,NA,NA,0.01347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,0,3,NA,NA,0.00111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,12,15,NA,NA,9e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,15,18,1.1008310764469815,NA,0.01058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,18,21,NA,NA,0.01576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,21,24,NA,NA,0.01814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,24,27,NA,NA,0.01538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,27,30,NA,NA,0.008239999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,3,6,NA,NA,9.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,30,33,NA,NA,0.008369999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,33,36,NA,NA,0.00963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,36,39,NA,NA,0.01424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,39,42,NA,NA,0.015300000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,42,45,0.9461344075983391,NA,0.0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,45,48,NA,NA,0.014450000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,48,51,NA,NA,0.01425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,50.9999999999999,54,NA,NA,0.01536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,53.9999999999999,56.99999999999999,NA,NA,0.01107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,56.99999999999989,60,NA,NA,0.01004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,59.9999999999999,63,NA,NA,0.00922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,6,9,NA,NA,9.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,62.9999999999999,66,NA,NA,0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,65.9999999999998,69,NA,NA,0.00779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,68.9999999999998,72,NA,NA,0.00864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,71.9999999999998,75,NA,NA,0.00736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,74.9999999999998,78,NA,NA,0.00897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,77.9999999999998,81,NA,NA,0.007039999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core D,M0524,single set of methods,9,12,NA,NA,7.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,0,5,0.3815714285,NA,0.1334791645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,10,20,0.326142857,NA,0.130696437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,100,150,0.993142857,NA,0.036788481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,100,200,NA,NA,0.013511444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,20,30,0.4775714285,NA,0.074509164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,30,40,0.5625714285,NA,0.0618011365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,40,50,0.5525714285,NA,0.07063713399999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,5,10,0.38328571450000004,NA,0.112026234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB10,M1178,single set of methods,50,100,NA,NA,0.033016107999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,0,5,0.8248382999945302,NA,0.027851643500000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,10,20,NA,NA,0.021176610999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,100,150,1.3648571425,NA,0.00894344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,150,200,NA,NA,0.014935558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,20,30,1.016,NA,0.022588759500000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,200,250,1.308857143,NA,0.012085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,250,300,NA,NA,0.00876604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,30,40,0.8757142855,NA,0.028498346000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,40,50,0.970571429,NA,0.023843546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,5,10,NA,NA,0.023861226000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB11,M1163,single set of methods,50,100,1.0854285715,NA,0.0254517875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,0,5,NA,NA,0.10768916499999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,10,20,0.4671428575,NA,0.1394501905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,100,150,NA,NA,0.0207144095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,150,200,NA,NA,0.021268155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,20,30,0.433714286,NA,0.1602487125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,200,250,NA,NA,0.021283006000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,30,40,0.5814285715,NA,0.09832288049999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,40,50,0.6125714289999998,NA,0.10090843450000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,5,10,0.6214285715000001,NA,0.113933147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB13,M1157,single set of methods,50,100,NA,NA,0.032468205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,0,5,NA,NA,0.006956221499999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,10,20,1.2108555651977286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,10,30,1.0897193601083885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,20,30,1.2082495793743941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,30,40,1.1262455494339996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,30,50,0.9501669509107449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,40,50,0.9812389373059736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,5,10,NA,NA,0.0070252755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,50,100,0.9557996636402232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB14,M1169,single set of methods,50,150,0.914782555483185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,0,5,NA,NA,0.008070435499999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,10,20,NA,NA,0.010377932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,100,200,NA,NA,0.024246468500000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,20,30,NA,NA,0.0160331065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,30,40,NA,NA,0.019726596500000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,40,50,NA,NA,0.021712632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,5,10,NA,NA,0.008165125500000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB15,M1173,single set of methods,50,100,0.9408535884485169,NA,0.018028665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,0,5,0.725,NA,0.054777923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,10,20,0.541142857,NA,0.1168594945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,20,30,0.6665714285,NA,0.10518878000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,30,40,0.702857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,30,50,0.911142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,40,50,0.920571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,5,10,0.6212857140000001,NA,0.06372882299999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,50,100,0.844,NA,0.061245224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB16,M1158,single set of methods,50,200,0.820285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,0,5,1.067285714,NA,0.028223427000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,10,20,NA,NA,0.0207860905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,20,30,NA,NA,0.018752479000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,30,40,NA,NA,0.029775403999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,40,50,NA,NA,0.036056015999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,5,10,NA,NA,0.0312697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB17,M1166,single set of methods,50,100,NA,NA,0.0411356405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,0,5,0.7347142855,NA,0.061683758500000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,10,20,0.5444285714999998,NA,0.079415478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,100,150,0.976571429,NA,0.040312504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,100,200,NA,NA,0.021218321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,150,200,NA,NA,0.034946429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,20,30,0.534142857,NA,0.0741043685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,30,40,0.514,NA,0.10861322550000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S._Gress_Unpublished,_Gress_et_al_2016",SKG Unpublished GaziB18,M1174,single set of methods,40,50,0.5925714285,NA,0.091404009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
